,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target,pred_prob_logreg,P_Rank_logreg,pred_prob_dtree,P_Rank_tree,pred_prob_rf,P_Rank_rf,pred_prob_gbm,P_Rank_GBM,pred_prob_stacking,P_Rank_stacking,Tenure_Rank,Tenure_Segment,MonthlyCharges_Rank,Monthly_Charge_Segment,Predicted_Churn_Rank
2101,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,1,0.22318711744369082,6,0.14516129032258066,5,0.3148462905159597,7,0.4570374868780678,8,0.28519318681387634,7,6,Low Tenure,9,High Charges,Top 3
2163,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,1,0.6886935826051657,10,0.6728110599078341,9,0.508447526821221,9,0.8517358148990809,10,0.6073880107215018,9,5,Low Tenure,9,High Charges,Top 3
2167,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,1,0.7661392627176045,10,0.6728110599078341,9,0.6147685405336276,10,0.6023617512384843,9,0.6866179611154346,9,4,Low Tenure,9,High Charges,Top 3
2208,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,1,0.8217527192549935,10,0.8842105263157894,10,0.7637691235882346,10,0.9667832688527871,10,0.8674849137090114,10,1,Low Tenure,9,High Charges,Top 3
2238,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,0.686298521229802,10,0.4,8,0.6871810432080767,10,0.4639000153741954,8,0.7404001759420987,10,1,Low Tenure,9,High Charges,Top 3
2243,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,0.381676917134797,7,0.4074074074074074,8,0.36601029308002353,7,0.4687693971693401,8,0.34538315641169887,8,9,High Tenure,9,High Charges,Top 3
2246,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,0.6465213567150033,9,0.8842105263157894,10,0.6515778845197064,10,0.9296964846039206,10,0.7784183599139892,10,1,Low Tenure,9,High Charges,Top 3
2263,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,0.36882719781717405,7,0.8095238095238095,10,0.5535068705611598,9,0.7679665122908267,10,0.646219760407539,9,2,Low Tenure,9,High Charges,Top 3
2274,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,0.37992916251383935,7,0.6728110599078341,9,0.41447109933900245,8,0.6211931092616219,9,0.43669392388617456,8,5,Low Tenure,9,High Charges,Top 3
2280,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,0.6126086840626896,9,0.8095238095238095,10,0.5636426417961075,9,0.6341419878653545,9,0.6322990990015005,9,3,Low Tenure,9,High Charges,Top 3
2282,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,1,0.33986910858459796,7,0.16115702479338842,6,0.28072499276087837,7,0.6691092970884185,9,0.285306084988695,7,9,High Tenure,9,High Charges,Top 3
2323,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,1,0.5360680676645713,9,0.31561461794019935,7,0.3554420102507997,7,0.5268715481503388,8,0.34396611244369807,8,5,Low Tenure,9,High Charges,Top 3
2406,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,1,0.7109453350487023,10,0.6728110599078341,9,0.6722737755743495,10,0.849985287235513,10,0.7854509484347467,10,2,Low Tenure,9,High Charges,Top 3
2415,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,1,0.4686703994839885,8,0.31561461794019935,7,0.34979993320399627,7,0.481364911328385,8,0.32870059981497757,7,7,High Tenure,9,High Charges,Top 3
2428,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,1,0.4862011066285149,8,0.31561461794019935,7,0.33008724842062476,7,0.6511671243801643,9,0.3377011372775754,8,6,Low Tenure,9,High Charges,Top 3
2444,Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,1,0.6103969462577827,9,0.6728110599078341,9,0.4805084690625476,8,0.7050231790741308,10,0.5410280775989093,9,6,Low Tenure,9,High Charges,Top 3
2471,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,1,0.30423552436646184,7,0.31561461794019935,7,0.26699155059305846,6,0.41323811160487345,8,0.230033134899574,7,8,High Tenure,9,High Charges,Top 3
2483,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.7,4541.2,1,0.3279922822240047,7,0.4074074074074074,8,0.3265883577307158,7,0.4771974280245108,8,0.3015633829815811,7,7,High Tenure,9,High Charges,Top 3
2516,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,1,0.7525637293893314,10,0.6728110599078341,9,0.579986611076699,9,0.7408510414536349,10,0.6723606919500763,9,4,Low Tenure,9,High Charges,Top 3
2518,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,0,0.536837849614488,9,0.31561461794019935,7,0.39697208301637443,8,0.6528559887300285,9,0.42071421086388244,8,5,Low Tenure,9,High Charges,Top 3
2530,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,0,0.6504189691857177,9,0.6728110599078341,9,0.6353687131407942,10,0.6726690144823618,9,0.7216414333967768,10,3,Low Tenure,9,High Charges,Top 3
2543,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,1,0.3534491389991049,7,0.8461538461538461,10,0.44311567427490783,8,0.5483701550801513,9,0.45868849979849596,8,4,Low Tenure,9,High Charges,Top 3
2567,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,1,0.33726226597542386,7,0.4074074074074074,8,0.36525824584210226,7,0.40799819560533007,8,0.3329185534016077,7,8,High Tenure,9,High Charges,Top 3
2574,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,1,0.5511673211289778,9,0.31561461794019935,7,0.3651451112296504,7,0.5155219983337397,8,0.3533808205078022,8,6,Low Tenure,9,High Charges,Top 3
2577,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,1,0.7854089312597324,10,0.8842105263157894,10,0.7669859734038722,10,0.9335687657228411,10,0.8661816185197002,10,1,Low Tenure,9,High Charges,Top 3
2578,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,1,0.5106157405049707,8,0.6728110599078341,9,0.4401953570003511,8,0.5224548692892356,8,0.4494152608603273,8,6,Low Tenure,9,High Charges,Top 3
2580,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,0,0.5333794634324431,9,0.6728110599078341,9,0.44950853583346395,8,0.38899761443775305,8,0.43353938553742394,8,6,Low Tenure,9,High Charges,Top 3
2631,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,1,0.7942754856078891,10,0.6728110599078341,9,0.6872634190341076,10,0.9467181816304292,10,0.8113636568151721,10,3,Low Tenure,9,High Charges,Top 3
2669,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,1,0.46643675387448824,8,0.6728110599078341,9,0.45568509053249984,8,0.5430431310438563,9,0.47403600856082656,8,4,Low Tenure,9,High Charges,Top 3
2673,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,1,0.48066556831454593,8,0.31561461794019935,7,0.37116700583398987,8,0.5645603183834339,9,0.37032796798048084,8,5,Low Tenure,9,High Charges,Top 3
2707,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,1,0.6720265989868177,10,0.6728110599078341,9,0.6871979970539702,10,0.8814819153893289,10,0.8026749835849613,10,2,Low Tenure,9,High Charges,Top 3
2708,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,1,0.6453071037507635,9,0.6728110599078341,9,0.5724004504726348,9,0.8262972714671136,10,0.6795180918907545,9,4,Low Tenure,9,High Charges,Top 3
2727,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,1,0.7177718678872783,10,0.8095238095238095,10,0.6594810999925633,10,0.8046018894725029,10,0.7670564119409489,10,2,Low Tenure,9,High Charges,Top 3
2753,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,1,0.5861788545298855,9,1.0,10,0.6647176144043274,10,0.8981439370900254,10,0.7856427795013713,10,1,Low Tenure,9,High Charges,Top 3
2784,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,1,0.5858063577115344,9,0.8095238095238095,10,0.628677368128676,10,0.9005575613370641,10,0.7523319832112355,10,2,Low Tenure,9,High Charges,Top 3
2797,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,1,0.7780010493981663,10,0.6728110599078341,9,0.7198541379445994,10,0.941020155941902,10,0.8355803999272648,10,2,Low Tenure,9,High Charges,Top 3
2798,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,1,0.7409546665835725,10,0.6728110599078341,9,0.6642090288211017,10,0.7312444541632116,10,0.7602971635634123,10,3,Low Tenure,9,High Charges,Top 3
2831,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,1,0.7071858632578543,10,0.6728110599078341,9,0.6140024175356714,10,0.8506514870880891,10,0.7293593577369545,10,4,Low Tenure,9,High Charges,Top 3
2836,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,0,0.3167322235316412,7,0.4074074074074074,8,0.36102733521574426,7,0.4291099310370691,8,0.3319558042997006,7,7,High Tenure,9,High Charges,Top 3
2844,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,1,0.6965781654810632,10,0.6728110599078341,9,0.6357755774693241,10,0.9010991091093314,10,0.759316263990176,10,2,Low Tenure,9,High Charges,Top 3
2860,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,0,0.34888126061868807,7,0.16115702479338842,6,0.289895665599287,7,0.3860246400165196,8,0.2477549293464137,7,9,High Tenure,9,High Charges,Top 3
2873,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,1,0.5898208401269222,9,0.31561461794019935,7,0.39549674566367216,8,0.5613371927291348,9,0.4000139987891693,8,5,Low Tenure,9,High Charges,Top 3
2877,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,1,0.3277634492846736,7,0.4074074074074074,8,0.3474169164858619,7,0.5210597297881064,8,0.3333933391300489,7,9,High Tenure,9,High Charges,Top 3
2908,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,1,0.5578029572748918,9,0.6728110599078341,9,0.4966352474584951,9,0.8724683600724279,10,0.5967050840564101,9,4,Low Tenure,9,High Charges,Top 3
2921,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,1,0.7436754419792646,10,0.6728110599078341,9,0.6747133924489452,10,0.7667262885754154,10,0.7755284894762613,10,3,Low Tenure,9,High Charges,Top 3
2948,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,1,0.6200617230980685,9,0.4074074074074074,8,0.45790905340015514,8,0.6234816013246265,9,0.49403514295365714,8,7,High Tenure,9,High Charges,Top 3
2956,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,0,0.4070960659582035,8,0.4074074074074074,8,0.3829707572327498,8,0.4856292276619827,8,0.3691803659593966,8,8,High Tenure,9,High Charges,Top 3
2960,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,1,0.5259529358984149,9,0.6728110599078341,9,0.49508718397987983,9,0.7747525948283486,10,0.5745744255059476,9,5,Low Tenure,9,High Charges,Top 3
2973,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,1,0.3291740619688809,7,0.4074074074074074,8,0.347987750196106,7,0.3820058469162342,8,0.30830166918580726,7,9,High Tenure,9,High Charges,Top 3
3063,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,0.5879589760132378,9,0.4074074074074074,8,0.45634779342714316,8,0.7860135994061087,10,0.526493697755714,9,6,Low Tenure,9,High Charges,Top 3
3113,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,0,0.5817213055539536,9,0.4074074074074074,8,0.45929044652715506,8,0.43337019641964464,8,0.4555709798013931,8,6,Low Tenure,9,High Charges,Top 3
3135,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,1,0.4988090943255214,8,0.4074074074074074,8,0.4201167513780583,8,0.6126351540749422,9,0.4422267206279008,8,6,Low Tenure,9,High Charges,Top 3
3141,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,1,0.5615240429424481,9,0.8095238095238095,10,0.6141936217106201,10,0.7750757298794214,10,0.7166977275276427,10,2,Low Tenure,9,High Charges,Top 3
3146,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,1,0.4573643364872441,8,0.5555555555555556,9,0.5446530036701444,9,0.7326122449970253,10,0.628498014221859,9,2,Low Tenure,9,High Charges,Top 3
3147,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,0,0.4692248427432537,8,0.2916666666666667,6,0.5085496202826547,9,0.7747990863599394,10,0.5918177258609849,9,4,Low Tenure,9,High Charges,Top 3
3159,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0,0.8137452565315489,10,0.6728110599078341,9,0.7057504222417629,10,0.7942442629036482,10,0.8063799109627692,10,2,Low Tenure,9,High Charges,Top 3
3164,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,0,0.5505342126858781,9,0.6728110599078341,9,0.46791509438596957,8,0.5532521714894733,9,0.4922864017572867,8,6,Low Tenure,9,High Charges,Top 3
3170,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,0,0.33329072878120153,7,0.5294117647058824,9,0.38909965021980336,8,0.4588725393719773,8,0.3714040102745942,8,5,Low Tenure,9,High Charges,Top 3
3172,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,1,0.5609032562195966,9,0.6728110599078341,9,0.5028406931016448,9,0.7269526375976624,10,0.5746246827011584,9,5,Low Tenure,9,High Charges,Top 3
3254,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,0,0.6907148307537919,10,0.6728110599078341,9,0.5507808991095718,9,0.6763064766326423,9,0.6248514917709127,9,4,Low Tenure,9,High Charges,Top 3
3270,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,0,0.5635527584021709,9,0.5555555555555556,9,0.5885595779466385,9,0.8022721681986553,10,0.693438654092549,10,2,Low Tenure,9,High Charges,Top 3
3271,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,1,0.7227147221756595,10,0.6728110599078341,9,0.606861914971865,10,0.8031971201350601,10,0.7137011840744871,10,4,Low Tenure,9,High Charges,Top 3
3286,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,1,0.6442075080259181,9,0.4074074074074074,8,0.48241876354683344,8,0.5381394086726393,9,0.5081709291799803,8,6,Low Tenure,9,High Charges,Top 3
3287,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,1,0.4412269989093848,8,0.6728110599078341,9,0.38865115036375575,8,0.733144631291993,10,0.4266775134322335,8,4,Low Tenure,9,High Charges,Top 3
3330,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,1,0.5255417969172346,9,0.4074074074074074,8,0.42180371270769557,8,0.6564683211276172,9,0.453637295578674,8,8,High Tenure,9,High Charges,Top 3
3349,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,1,0.7355011280208377,10,0.6728110599078341,9,0.6473171116632173,10,0.9327098236440488,10,0.7749704651804205,10,3,Low Tenure,9,High Charges,Top 3
3380,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,1,0.8217565597044706,10,0.8842105263157894,10,0.7683805186588848,10,0.9062054071886778,10,0.8643261420463922,10,1,Low Tenure,9,High Charges,Top 3
3385,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,1,0.7293522286969465,10,0.6728110599078341,9,0.6430064369540756,10,0.8802439937644398,10,0.763016924298873,10,4,Low Tenure,9,High Charges,Top 3
3411,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,1,0.4796108885953811,8,0.4074074074074074,8,0.38746077895582615,8,0.6964897429218219,9,0.4175479725740821,8,8,High Tenure,9,High Charges,Top 3
3427,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,0,0.6735450249673246,10,0.6728110599078341,9,0.5295617764671819,9,0.6713981161636354,9,0.5973078093850721,9,5,Low Tenure,9,High Charges,Top 3
3431,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,1,0.6651659084412165,10,0.6728110599078341,9,0.5229845664918524,9,0.8306810126806653,10,0.6212869564784226,9,5,Low Tenure,9,High Charges,Top 3
3438,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,1,0.6938322193849193,10,0.6728110599078341,9,0.5306317958907819,9,0.6530257592501326,9,0.5949046543829825,9,4,Low Tenure,9,High Charges,Top 3
3442,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,0,0.3988364685502771,8,0.31561461794019935,7,0.31897293935781945,7,0.5623619462108086,9,0.30840613429440933,7,6,Low Tenure,9,High Charges,Top 3
3525,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,1,0.4633517112158621,8,0.4074074074074074,8,0.3994203540954123,8,0.3987791088439652,8,0.3721693841866597,8,7,High Tenure,9,High Charges,Top 3
3545,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,0,0.47499716855850793,8,0.4074074074074074,8,0.4187879057166718,8,0.6003829898927722,9,0.4379358442176868,8,7,High Tenure,9,High Charges,Top 3
3550,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,0.485628883788172,8,0.6728110599078341,9,0.4341736888661213,8,0.6051919604735471,9,0.4589873729671213,8,6,Low Tenure,9,High Charges,Top 3
3568,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,0,0.4170612637898421,8,0.31561461794019935,7,0.3652775886619463,7,0.3808285791312264,8,0.3278318966815481,7,5,Low Tenure,9,High Charges,Top 3
3587,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,1,0.6507506599004468,9,0.8095238095238095,10,0.5720527894683821,9,0.9048803739855619,10,0.6934982489959782,10,3,Low Tenure,9,High Charges,Top 3
3597,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,0,0.4252094025503719,8,0.31561461794019935,7,0.33660515594348717,7,0.4551239966011352,8,0.30877135793818417,7,5,Low Tenure,9,High Charges,Top 3
3610,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,1,0.677369928907691,10,0.8461538461538461,10,0.5608510679779793,9,0.8633784703335783,10,0.6731019622967379,9,4,Low Tenure,9,High Charges,Top 3
3640,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,1,0.6012974352095535,9,0.6728110599078341,9,0.5062673963868519,9,0.7540917923395404,10,0.5846429101161777,9,6,Low Tenure,9,High Charges,Top 3
3673,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,1,0.48380822303601206,8,0.4074074074074074,8,0.4243037305618342,8,0.5901004256022071,9,0.44294148046184706,8,7,High Tenure,9,High Charges,Top 3
3681,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,1,0.5831131350553537,9,0.4074074074074074,8,0.4264128706123158,8,0.5607621211669054,9,0.43953178487547717,8,7,High Tenure,9,High Charges,Top 3
3695,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,0,0.5146532631770935,8,0.6728110599078341,9,0.453926304326135,8,0.6109558395545904,9,0.4861323695070791,8,6,Low Tenure,9,High Charges,Top 3
3716,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,1,0.6849116433884341,10,0.6728110599078341,9,0.6320932390053131,10,0.9143257755863291,10,0.7578233874325385,10,3,Low Tenure,9,High Charges,Top 3
